
***** Pokemon Tree and Heap *****
* 0. QUIT                       *
* 1. Read a file to build BST   *
* 2. Transform it into Max Heap *
*********************************
Input a choice(0, 1, 2): 
Input a file number [0: quit]: 	#	Name                    	Type 1    	HP	Attack	Defense
[280]	280	Ralts                   	Psychic   	28    	25	25
[281]	281	Kirlia                  	Psychic   	38    	35	35
[282]	282	Gardevoir               	Psychic   	68    	65	65
[283]	283	Surskit                 	Bug       	40    	30	32
[284]	284	Masquerain              	Bug       	70    	60	62
[285]	285	Shroomish               	Grass     	60    	40	60
[286]	286	Breloom                 	Grass     	60    	130	80
[287]	287	Slakoth                 	Normal    	60    	60	60
[288]	288	Vigoroth                	Normal    	80    	80	80
[289]	289	Slaking                 	Normal    	150   	160	100
[290]	290	Nincada                 	Bug       	31    	45	90
[291]	291	Ninjask                 	Bug       	61    	90	45
[292]	292	Shedinja                	Bug       	1     	90	45
[293]	293	Whismur                 	Normal    	64    	51	23
[294]	294	Loudred                 	Normal    	84    	71	43
[295]	295	Exploud                 	Normal    	104   	91	63
[296]	296	Makuhita                	Fighting  	72    	60	30
[297]	297	Hariyama                	Fighting  	144   	120	60
[298]	298	Azurill                 	Normal    	50    	20	40
[299]	299	Nosepass                	Rock      	30    	45	135
[300]	300	Skitty                  	Normal    	50    	45	45
[301]	301	Delcatty                	Normal    	70    	65	65
[302]	302	Sableye                 	Dark      	50    	75	75
[303]	303	Mawile                  	Steel     	50    	85	85
[304]	304	Aron                    	Steel     	50    	70	100
[305]	305	Lairon                  	Steel     	60    	90	140
[306]	306	Aggron                  	Steel     	70    	110	180
[307]	307	Meditite                	Fighting  	30    	40	55
[308]	308	Medicham                	Fighting  	60    	60	75
[309]	309	Electrike               	Electric  	40    	45	40
[310]	310	Manectric               	Electric  	70    	75	60
[311]	311	Plusle                  	Electric  	60    	50	40
[312]	312	Minun                   	Electric  	60    	40	50
[313]	313	Volbeat                 	Bug       	65    	73	55
[314]	314	Illumise                	Bug       	65    	47	55
[315]	315	Roselia                 	Grass     	50    	60	45
[316]	316	Gulpin                  	Poison    	70    	43	53
[317]	317	Swalot                  	Poison    	100   	73	83
[318]	318	Carvanha                	Water     	45    	90	20
[319]	319	Sharpedo                	Water     	70    	120	40
[320]	320	Wailmer                 	Water     	130   	70	35
[321]	321	Wailord                 	Water     	170   	90	45
[322]	322	Numel                   	Fire      	60    	60	40
[323]	323	Camerupt                	Fire      	70    	100	70
[324]	324	Torkoal                 	Fire      	70    	85	140
[325]	325	Spoink                  	Psychic   	60    	25	35
[326]	326	Grumpig                 	Psychic   	80    	45	65
[327]	327	Spinda                  	Normal    	60    	60	60
[328]	328	Trapinch                	Ground    	45    	100	45
[329]	329	Vibrava                 	Ground    	50    	70	50
[330]	330	Flygon                  	Ground    	80    	100	80
[331]	331	Cacnea                  	Grass     	50    	85	40
[332]	332	Cacturne                	Grass     	70    	115	60
[333]	333	Swablu                  	Normal    	45    	40	60
[334]	334	Altaria                 	Dragon    	75    	70	90
[335]	335	Zangoose                	Normal    	73    	115	60
[336]	336	Seviper                 	Poison    	73    	100	60
[337]	337	Lunatone                	Rock      	70    	55	65
[338]	338	Solrock                 	Rock      	70    	95	85
[339]	339	Barboach                	Water     	50    	48	43
[340]	340	Whiscash                	Water     	110   	78	73
[341]	341	Corphish                	Water     	43    	80	65
[342]	342	Crawdaunt               	Water     	63    	120	85
[343]	343	Baltoy                  	Ground    	40    	40	55
[344]	344	Claydol                 	Ground    	60    	70	105
[345]	345	Lileep                  	Rock      	66    	41	77
[346]	346	Cradily                 	Rock      	86    	81	97
[347]	347	Anorith                 	Rock      	45    	95	50
[348]	348	Armaldo                 	Rock      	75    	125	100
[349]	349	Feebas                  	Water     	20    	15	20
[350]	350	Milotic                 	Water     	95    	60	79
[351]	351	Castform                	Normal    	70    	70	70
[352]	352	Kecleon                 	Normal    	60    	90	70
[353]	353	Shuppet                 	Ghost     	44    	75	35
[354]	354	Banette                 	Ghost     	64    	115	65
[355]	355	Duskull                 	Ghost     	20    	40	90
[356]	356	Dusclops                	Ghost     	40    	70	130
[357]	357	Tropius                 	Grass     	99    	68	83
[358]	358	Chimecho                	Psychic   	65    	50	70
[359]	359	Absol                   	Dark      	65    	130	60
[360]	360	Wynaut                  	Psychic   	95    	23	48
[361]	361	Snorunt                 	Ice       	50    	50	50
[362]	362	Glalie                  	Ice       	80    	80	80
[363]	363	Spheal                  	Ice       	70    	40	50
[364]	364	Sealeo                  	Ice       	90    	60	70
[365]	365	Walrein                 	Ice       	110   	80	90
[366]	366	Clamperl                	Water     	35    	64	85
[367]	367	Huntail                 	Water     	55    	104	105
[368]	368	Gorebyss                	Water     	55    	84	105
[369]	369	Relicanth               	Water     	100   	90	130
[370]	370	Luvdisc                 	Water     	43    	30	55
[371]	371	Bagon                   	Dragon    	45    	75	60
[372]	372	Shelgon                 	Dragon    	65    	95	100
[373]	373	Salamence               	Dragon    	95    	135	80
[374]	374	Beldum                  	Steel     	40    	55	80
[375]	375	Metang                  	Steel     	60    	75	100
[376]	376	Metagross               	Steel     	80    	135	130
[377]	377	Regirock                	Rock      	80    	100	200
[378]	378	Regice                  	Ice       	80    	50	100
[379]	379	Registeel               	Steel     	80    	75	150
[380]	380	Latias                  	Dragon    	80    	80	90
[381]	381	Latios                  	Dragon    	80    	90	80
[382]	382	Kyogre                  	Water     	100   	100	90
[383]	383	Groudon                 	Ground    	100   	150	140
[384]	384	Rayquaza                	Dragon    	105   	150	90
[385]	385	Jirachi                 	Steel     	100   	100	100
[386]	386	DeoxysNormal Forme      	Psychic   	50    	150	50
[387]	387	Turtwig                 	Grass     	55    	68	64
[388]	388	Grotle                  	Grass     	75    	89	85
[389]	389	Torterra                	Grass     	95    	109	105
[390]	390	Chimchar                	Fire      	44    	58	44
[391]	391	Monferno                	Fire      	64    	78	52
[392]	392	Infernape               	Fire      	76    	104	71
[393]	393	Piplup                  	Water     	53    	51	53
[394]	394	Prinplup                	Water     	64    	66	68
[395]	395	Empoleon                	Water     	84    	86	88
[396]	396	Starly                  	Normal    	40    	55	30
[397]	397	Staravia                	Normal    	55    	75	50
[398]	398	Staraptor               	Normal    	85    	120	70
[399]	399	Bidoof                  	Normal    	59    	45	40
[400]	400	Bibarel                 	Normal    	79    	85	60
[401]	401	Kricketot               	Bug       	37    	25	41
[402]	402	Kricketune              	Bug       	77    	85	51
[403]	403	Shinx                   	Electric  	45    	65	34
[404]	404	Luxio                   	Electric  	60    	85	49
[405]	405	Luxray                  	Electric  	80    	120	79
[406]	406	Budew                   	Grass     	40    	30	35
[407]	407	Roserade                	Grass     	60    	70	65
[408]	408	Cranidos                	Rock      	67    	125	40
[409]	409	Rampardos               	Rock      	97    	165	60
[410]	410	Shieldon                	Rock      	30    	42	118
[411]	411	Bastiodon               	Rock      	60    	52	168
[412]	412	Burmy                   	Bug       	40    	29	45
[413]	413	WormadamPlant Cloak     	Bug       	60    	59	85
[414]	414	Mothim                  	Bug       	70    	94	50
[415]	415	Combee                  	Bug       	30    	30	42
[416]	416	Vespiquen               	Bug       	70    	80	102
[417]	417	Pachirisu               	Electric  	60    	45	70
[418]	418	Buizel                  	Water     	55    	65	35
[419]	419	Floatzel                	Water     	85    	105	55
[420]	420	Cherubi                 	Grass     	45    	35	45
[421]	421	Cherrim                 	Grass     	70    	60	70
[422]	422	Shellos                 	Water     	76    	48	48
[423]	423	Gastrodon               	Water     	111   	83	68
[424]	424	Ambipom                 	Normal    	75    	100	66
[425]	425	Drifloon                	Ghost     	90    	50	34
[426]	426	Drifblim                	Ghost     	150   	80	44
[427]	427	Buneary                 	Normal    	55    	66	44
[428]	428	Lopunny                 	Normal    	65    	76	84
[429]	429	Mismagius               	Ghost     	60    	60	60
[430]	430	Honchkrow               	Dark      	100   	125	52
[431]	431	Glameow                 	Normal    	49    	55	42
[432]	432	Purugly                 	Normal    	71    	82	64
[433]	433	Chingling               	Psychic   	45    	30	50
[434]	434	Stunky                  	Poison    	63    	63	47
[435]	435	Skuntank                	Poison    	103   	93	67
[436]	436	Bronzor                 	Steel     	57    	24	86
[437]	437	Bronzong                	Steel     	67    	89	116
[438]	438	Bonsly                  	Rock      	50    	80	95
[439]	439	Mime Jr.                	Psychic   	20    	25	45
[440]	440	Happiny                 	Normal    	100   	5	5
[441]	441	Chatot                  	Normal    	76    	65	45
[442]	442	Spiritomb               	Ghost     	50    	92	108
[443]	443	Gible                   	Dragon    	58    	70	45
[444]	444	Gabite                  	Dragon    	68    	90	65
[445]	445	Garchomp                	Dragon    	108   	130	95
[446]	446	Munchlax                	Normal    	135   	85	40
[447]	447	Riolu                   	Fighting  	40    	70	40
[448]	448	Lucario                 	Fighting  	70    	110	70
[449]	449	Hippopotas              	Ground    	68    	72	78
[450]	450	Hippowdon               	Ground    	108   	112	118
[451]	451	Skorupi                 	Poison    	40    	50	90
[452]	452	Drapion                 	Poison    	70    	90	110
[453]	453	Croagunk                	Poison    	48    	61	40
[454]	454	Toxicroak               	Poison    	83    	106	65
[455]	455	Carnivine               	Grass     	74    	100	72
[456]	456	Finneon                 	Water     	49    	49	56
[457]	457	Lumineon                	Water     	69    	69	76
[458]	458	Mantyke                 	Water     	45    	20	50
[459]	459	Snover                  	Grass     	60    	62	50
[460]	460	Abomasnow               	Grass     	90    	92	75
[461]	461	Weavile                 	Dark      	70    	120	65
[462]	462	Magnezone               	Electric  	70    	70	115
[463]	463	Lickilicky              	Normal    	110   	85	95
[464]	464	Rhyperior               	Ground    	115   	140	130
[465]	465	Tangrowth               	Grass     	100   	100	125
[466]	466	Electivire              	Electric  	75    	123	67
[467]	467	Magmortar               	Fire      	75    	95	67
[468]	468	Togekiss                	Fairy     	85    	50	95
[469]	469	Yanmega                 	Bug       	86    	76	86
[470]	470	Leafeon                 	Grass     	65    	110	130
[471]	471	Glaceon                 	Ice       	65    	60	110
[472]	472	Gliscor                 	Ground    	75    	95	125
[473]	473	Mamoswine               	Ice       	110   	130	80
[474]	474	Porygon-Z               	Normal    	85    	80	70
[475]	475	Gallade                 	Psychic   	68    	125	65
[476]	476	Probopass               	Rock      	60    	55	145
[477]	477	Dusknoir                	Ghost     	45    	100	135
[478]	478	Froslass                	Ice       	70    	80	70
[479]	479	Rotom                   	Electric  	50    	50	77
[480]	480	Uxie                    	Psychic   	75    	75	130
[481]	481	Mesprit                 	Psychic   	80    	105	105
[482]	482	Azelf                   	Psychic   	75    	125	70
[483]	483	Dialga                  	Steel     	100   	120	120
[484]	484	Palkia                  	Water     	90    	120	100
[485]	485	Heatran                 	Fire      	91    	90	106
[486]	486	Regigigas               	Normal    	110   	160	110
[487]	487	GiratinaAltered Forme   	Ghost     	150   	100	120
[488]	488	Cresselia               	Psychic   	120   	70	120
[489]	489	Phione                  	Water     	80    	80	80
[490]	490	Manaphy                 	Water     	100   	100	100
[491]	491	Darkrai                 	Dark      	70    	90	90
[492]	492	ShayminLand Forme       	Grass     	100   	100	100
[493]	493	Arceus                  	Normal    	120   	120	120
[494]	494	Victini                 	Psychic   	100   	100	100
[495]	495	Snivy                   	Grass     	45    	45	55
[496]	496	Servine                 	Grass     	60    	60	75
[497]	497	Serperior               	Grass     	75    	75	95
[498]	498	Tepig                   	Fire      	65    	63	45
[499]	499	Pignite                 	Fire      	90    	93	55
[500]	500	Emboar                  	Fire      	110   	123	65
[501]	501	Oshawott                	Water     	55    	55	45
[502]	502	Dewott                  	Water     	75    	75	60
[503]	503	Samurott                	Water     	95    	100	85
[504]	504	Patrat                  	Normal    	45    	55	39
[505]	505	Watchog                 	Normal    	60    	85	69
[506]	506	Lillipup                	Normal    	45    	60	45
[507]	507	Herdier                 	Normal    	65    	80	65
[508]	508	Stoutland               	Normal    	85    	110	90
[509]	509	Purrloin                	Dark      	41    	50	37
[510]	510	Liepard                 	Dark      	64    	88	50
[511]	511	Pansage                 	Grass     	50    	53	48
[512]	512	Simisage                	Grass     	75    	98	63
[513]	513	Pansear                 	Fire      	50    	53	48
[514]	514	Simisear                	Fire      	75    	98	63
[515]	515	Panpour                 	Water     	50    	53	48
[516]	516	Simipour                	Water     	75    	98	63
[517]	517	Munna                   	Psychic   	76    	25	45
[518]	518	Musharna                	Psychic   	116   	55	85
[519]	519	Pidove                  	Normal    	50    	55	50
[520]	520	Tranquill               	Normal    	62    	77	62
[521]	521	Unfezant                	Normal    	80    	115	80
[522]	522	Blitzle                 	Electric  	45    	60	32
[523]	523	Zebstrika               	Electric  	75    	100	63
[524]	524	Roggenrola              	Rock      	55    	75	85
[525]	525	Boldore                 	Rock      	70    	105	105
[526]	526	Gigalith                	Rock      	85    	135	130
[527]	527	Woobat                  	Psychic   	55    	45	43
[528]	528	Swoobat                 	Psychic   	67    	57	55
[529]	529	Drilbur                 	Ground    	60    	85	40
[530]	530	Excadrill               	Ground    	110   	135	60
[531]	531	Audino                  	Normal    	103   	60	86
[532]	532	Timburr                 	Fighting  	75    	80	55
[533]	533	Gurdurr                 	Fighting  	85    	105	85
[534]	534	Conkeldurr              	Fighting  	105   	140	95
[535]	535	Tympole                 	Water     	50    	50	40
[536]	536	Palpitoad               	Water     	75    	65	55
[537]	537	Seismitoad              	Water     	105   	95	75
[538]	538	Throh                   	Fighting  	120   	100	85
[539]	539	Sawk                    	Fighting  	75    	125	75
[540]	540	Sewaddle                	Bug       	45    	53	70
[541]	541	Swadloon                	Bug       	55    	63	90
[542]	542	Leavanny                	Bug       	75    	103	80
[543]	543	Venipede                	Bug       	30    	45	59
[544]	544	Whirlipede              	Bug       	40    	55	99
[545]	545	Scolipede               	Bug       	60    	100	89
[546]	546	Cottonee                	Grass     	40    	27	60
[547]	547	Whimsicott              	Grass     	60    	67	85
[548]	548	Petilil                 	Grass     	45    	35	50
[549]	549	Lilligant               	Grass     	70    	60	75
[550]	550	Basculin                	Water     	70    	92	65
[551]	551	Sandile                 	Ground    	50    	72	35
[552]	552	Krokorok                	Ground    	60    	82	45
[553]	553	Krookodile              	Ground    	95    	117	80
[554]	554	Darumaka                	Fire      	70    	90	45
[555]	555	DarmanitanStandard Mode 	Fire      	105   	140	55
[556]	556	Maractus                	Grass     	75    	86	67
[557]	557	Dwebble                 	Bug       	50    	65	85
[558]	558	Crustle                 	Bug       	70    	95	125
[559]	559	Scraggy                 	Dark      	50    	75	70
[560]	560	Scrafty                 	Dark      	65    	90	115
[561]	561	Sigilyph                	Psychic   	72    	58	80
[562]	562	Yamask                  	Ghost     	38    	30	85
[563]	563	Cofagrigus              	Ghost     	58    	50	145
[564]	564	Tirtouga                	Water     	54    	78	103
[565]	565	Carracosta              	Water     	74    	108	133
[566]	566	Archen                  	Rock      	55    	112	45
[567]	567	Archeops                	Rock      	75    	140	65
[568]	568	Trubbish                	Poison    	50    	50	62
[569]	569	Garbodor                	Poison    	80    	95	82
[570]	570	Zorua                   	Dark      	40    	65	40
[571]	571	Zoroark                 	Dark      	60    	105	60
[572]	572	Minccino                	Normal    	55    	50	40
[573]	573	Cinccino                	Normal    	75    	95	60
[574]	574	Gothita                 	Psychic   	45    	30	50
[575]	575	Gothorita               	Psychic   	60    	45	70
[576]	576	Gothitelle              	Psychic   	70    	55	95
[577]	577	Solosis                 	Psychic   	45    	30	40
[578]	578	Duosion                 	Psychic   	65    	40	50
[579]	579	Reuniclus               	Psychic   	110   	65	75
[580]	580	Ducklett                	Water     	62    	44	50
[581]	581	Swanna                  	Water     	75    	87	63
[582]	582	Vanillite               	Ice       	36    	50	50
[583]	583	Vanillish               	Ice       	51    	65	65
[584]	584	Vanilluxe               	Ice       	71    	95	85
[585]	585	Deerling                	Normal    	60    	60	50
[586]	586	Sawsbuck                	Normal    	80    	100	70
[587]	587	Emolga                  	Electric  	55    	75	60
[588]	588	Karrablast              	Bug       	50    	75	45
[589]	589	Escavalier              	Bug       	70    	135	105
[590]	590	Foongus                 	Grass     	69    	55	45
[591]	591	Amoonguss               	Grass     	114   	85	70
[592]	592	Frillish                	Water     	55    	40	50
[593]	593	Jellicent               	Water     	100   	60	70
[594]	594	Alomomola               	Water     	165   	75	80
[595]	595	Joltik                  	Bug       	50    	47	50
[596]	596	Galvantula              	Bug       	70    	77	60
[597]	597	Ferroseed               	Grass     	44    	50	91
[598]	598	Ferrothorn              	Grass     	74    	94	131
[599]	599	Klink                   	Steel     	40    	55	70
[600]	600	Klang                   	Steel     	60    	80	95
[601]	601	Klinklang               	Steel     	60    	100	115
[602]	602	Tynamo                  	Electric  	35    	55	40
[603]	603	Eelektrik               	Electric  	65    	85	70
[604]	604	Eelektross              	Electric  	85    	115	80
[605]	605	Elgyem                  	Psychic   	55    	55	55
[606]	606	Beheeyem                	Psychic   	75    	75	75
[607]	607	Litwick                 	Ghost     	50    	30	55
[608]	608	Lampent                 	Ghost     	60    	40	60
[609]	609	Chandelure              	Ghost     	60    	55	90
[610]	610	Axew                    	Dragon    	46    	87	60
[611]	611	Fraxure                 	Dragon    	66    	117	70
[612]	612	Haxorus                 	Dragon    	76    	147	90
[613]	613	Cubchoo                 	Ice       	55    	70	40
[614]	614	Beartic                 	Ice       	95    	110	80
[615]	615	Cryogonal               	Ice       	70    	50	30
[616]	616	Shelmet                 	Bug       	50    	40	85
[617]	617	Accelgor                	Bug       	80    	70	40
[618]	618	Stunfisk                	Ground    	109   	66	84
[619]	619	Mienfoo                 	Fighting  	45    	85	50
[620]	620	Mienshao                	Fighting  	65    	125	60
[621]	621	Druddigon               	Dragon    	77    	120	90
[622]	622	Golett                  	Ground    	59    	74	50
[623]	623	Golurk                  	Ground    	89    	124	80
[624]	624	Pawniard                	Dark      	45    	85	70
[625]	625	Bisharp                 	Dark      	65    	125	100
[626]	626	Bouffalant              	Normal    	95    	110	95
[627]	627	Rufflet                 	Normal    	70    	83	50
[628]	628	Braviary                	Normal    	100   	123	75
[629]	629	Vullaby                 	Dark      	70    	55	75
[630]	630	Mandibuzz               	Dark      	110   	65	105
[631]	631	Heatmor                 	Fire      	85    	97	66
[632]	632	Durant                  	Bug       	58    	109	112
[633]	633	Deino                   	Dark      	52    	65	50
[634]	634	Zweilous                	Dark      	72    	85	70
[635]	635	Hydreigon               	Dark      	92    	105	90
[636]	636	Larvesta                	Bug       	55    	85	55
[637]	637	Volcarona               	Bug       	85    	60	65
[638]	638	Cobalion                	Steel     	91    	90	129
[639]	639	Terrakion               	Rock      	91    	129	90
[640]	640	Virizion                	Grass     	91    	90	72
[641]	641	TornadusIncarnate Forme 	Flying    	79    	115	70
[642]	642	ThundurusIncarnate Forme	Electric  	79    	115	70
[643]	643	Reshiram                	Dragon    	100   	120	100
[644]	644	Zekrom                  	Dragon    	100   	150	120
[645]	645	LandorusIncarnate Forme 	Ground    	89    	125	90
[646]	646	Kyurem                  	Dragon    	125   	130	90
[647]	647	KeldeoOrdinary Forme    	Water     	91    	72	90
[648]	648	MeloettaAria Forme      	Normal    	100   	77	77
[649]	649	Genesect                	Bug       	71    	120	95
[650]	650	Chespin                 	Grass     	56    	61	65
[651]	651	Quilladin               	Grass     	61    	78	95
[652]	652	Chesnaught              	Grass     	88    	107	122
[653]	653	Fennekin                	Fire      	40    	45	40
[654]	654	Braixen                 	Fire      	59    	59	58
[655]	655	Delphox                 	Fire      	75    	69	72
[656]	656	Froakie                 	Water     	41    	56	40
[657]	657	Frogadier               	Water     	54    	63	52
[658]	658	Greninja                	Water     	72    	95	67
[659]	659	Bunnelby                	Normal    	38    	36	38
[660]	660	Diggersby               	Normal    	85    	56	77
[661]	661	Fletchling              	Normal    	45    	50	43
[662]	662	Fletchinder             	Fire      	62    	73	55
[663]	663	Talonflame              	Fire      	78    	81	71
[664]	664	Scatterbug              	Bug       	38    	35	40
[665]	665	Spewpa                  	Bug       	45    	22	60
[666]	666	Vivillon                	Bug       	80    	52	50
[667]	667	Litleo                  	Fire      	62    	50	58
[668]	668	Pyroar                  	Fire      	86    	68	72
[669]	669	Flab                    	Fairy     	44    	38	39
[670]	670	Floette                 	Fairy     	54    	45	47
[671]	671	Florges                 	Fairy     	78    	65	68
[672]	672	Skiddo                  	Grass     	66    	65	48
[673]	673	Gogoat                  	Grass     	123   	100	62
[674]	674	Pancham                 	Fighting  	67    	82	62
[675]	675	Pangoro                 	Fighting  	95    	124	78
[676]	676	Furfrou                 	Normal    	75    	80	60
[677]	677	Espurr                  	Psychic   	62    	48	54
[678]	678	MeowsticMale            	Psychic   	74    	48	76
[679]	679	Honedge                 	Steel     	45    	80	100
[680]	680	Doublade                	Steel     	59    	110	150
[681]	681	AegislashBlade Forme    	Steel     	60    	150	50
[682]	682	Spritzee                	Fairy     	78    	52	60
[683]	683	Aromatisse              	Fairy     	101   	72	72
[684]	684	Swirlix                 	Fairy     	62    	48	66
[685]	685	Slurpuff                	Fairy     	82    	80	86
[686]	686	Inkay                   	Dark      	53    	54	53
[687]	687	Malamar                 	Dark      	86    	92	88
[688]	688	Binacle                 	Rock      	42    	52	67
[689]	689	Barbaracle              	Rock      	72    	105	115
[690]	690	Skrelp                  	Poison    	50    	60	60
[691]	691	Dragalge                	Poison    	65    	75	90
[692]	692	Clauncher               	Water     	50    	53	62
[693]	693	Clawitzer               	Water     	71    	73	88
[694]	694	Helioptile              	Electric  	44    	38	33
[695]	695	Heliolisk               	Electric  	62    	55	52
[696]	696	Tyrunt                  	Rock      	58    	89	77
[697]	697	Tyrantrum               	Rock      	82    	121	119
[698]	698	Amaura                  	Rock      	77    	59	50
[699]	699	Aurorus                 	Rock      	123   	77	72
[700]	700	Sylveon                 	Fairy     	95    	65	65
[701]	701	Hawlucha                	Fighting  	78    	92	75
[702]	702	Dedenne                 	Electric  	67    	58	57
[703]	703	Carbink                 	Rock      	50    	50	150
[704]	704	Goomy                   	Dragon    	45    	50	35
[705]	705	Sliggoo                 	Dragon    	68    	75	53
[706]	706	Goodra                  	Dragon    	90    	100	70
[707]	707	Klefki                  	Steel     	57    	80	91
[708]	708	Phantump                	Ghost     	43    	70	48
[709]	709	Trevenant               	Ghost     	85    	110	76
[710]	710	PumpkabooAverage Size   	Ghost     	49    	66	70
[711]	711	GourgeistAverage Size   	Ghost     	65    	90	122
[712]	712	Bergmite                	Ice       	55    	69	85
[713]	713	Avalugg                 	Ice       	95    	117	184
[714]	714	Noibat                  	Flying    	40    	30	35
[715]	715	Noivern                 	Flying    	85    	70	80
[716]	716	Xerneas                 	Fairy     	126   	131	95
[717]	717	Yveltal                 	Dark      	126   	131	95
[718]	718	Zygarde50% Forme        	Dragon    	108   	100	121
[719]	719	Diancie                 	Rock      	50    	100	150
[720]	720	HoopaHoopa Confined     	Psychic   	80    	110	60
[721]	721	Volcanion               	Fire      	255   	110	120
HP tree height = 13
Leftmost node: 
[1]	1	Bulbasaur               	Grass     	1     	49	49
[292]	292	Shedinja                	Bug       	1     	90	45
Rightmost node: 
[242]	242	Blissey                 	Normal    	255   	10	10
[721]	721	Volcanion               	Fire      	255   	110	120

***** Pokemon Tree and Heap *****
* 0. QUIT                       *
* 1. Read a file to build BST   *
* 2. Transform it into Max Heap *
*********************************
Input a choice(0, 1, 2): 
